Pair_key,A_hebrew,A_name,A_fsctf,A_role,A_zx,A_fractal,A_SY,A_SY_idx,A_SY_tag,A_hebrew_idx,A_Path32,B_hebrew,B_name,B_fsctf,B_role,B_zx,B_fractal,B_SY,B_SY_idx,B_SY_tag,B_hebrew_idx,B_Path32,Class_pair,Motif,Fractal_Interplay,ZX_Undirected
סק,ס,Samekh,𝒮,support,isometry + projector,backbone_tree,Simple,9,S9,15,25,ק,Qof,Θ,horizon_cascade,Hadamard-X macro,period_doubling,Simple,12,S12,19,29,Simple-Simple,composite,composed_attractors,isometry + projector ↔ Hadamard-X macro
סר,ס,Samekh,𝒮,support,isometry + projector,backbone_tree,Simple,9,S9,15,25,ר,Resh,∂,rebirth_reflect,Z-H conjugation,arnold_tongues,Double,6,D6,20,30,Double-Simple,composite,composed_attractors,isometry + projector ↔ Z-H conjugation
סש,ס,Samekh,𝒮,support,isometry + projector,backbone_tree,Simple,9,S9,15,25,ש,Shin,∮,flame_transform,chaotic mixer (macro),strange_attractor,Mother,3,M3,21,31,Mother-Simple,controlled_chaos,chaos_with_spine,isometry + projector ↔ chaotic mixer (macro)
סת,ס,Samekh,𝒮,support,isometry + projector,backbone_tree,Simple,9,S9,15,25,ת,Tav,𝒢,completion_grace,global close / terminal,omega_limit,Double,7,D7,22,32,Double-Simple,composite,composed_attractors,isometry + projector ↔ global close / terminal
עפ,ע,Ayin,α,observe,measurement (axis v),projected_shadow,Simple,10,S10,16,26,פ,Peh,π,express,oracle/eval box,branch_cascade,Double,5,D5,17,27,Double-Simple,io_dialogue,shadowed_branching,measurement (axis v) ↔ oracle/eval box
עצ,ע,Ayin,α,observe,measurement (axis v),projected_shadow,Simple,10,S10,16,26,צ,Tzaddi,ϕ,anchor_path,postselect / path lock,ridge_filament,Simple,11,S11,18,28,Simple-Simple,composite,composed_attractors,measurement (axis v) ↔ postselect / path lock
עק,ע,Ayin,α,observe,measurement (axis v),projected_shadow,Simple,10,S10,16,26,ק,Qof,Θ,horizon_cascade,Hadamard-X macro,period_doubling,Simple,12,S12,19,29,Simple-Simple,composite,composed_attractors,measurement (axis v) ↔ Hadamard-X macro
ער,ע,Ayin,α,observe,measurement (axis v),projected_shadow,Simple,10,S10,16,26,ר,Resh,∂,rebirth_reflect,Z-H conjugation,arnold_tongues,Double,6,D6,20,30,Double-Simple,composite,composed_attractors,measurement (axis v) ↔ Z-H conjugation
עש,ע,Ayin,α,observe,measurement (axis v),projected_shadow,Simple,10,S10,16,26,ש,Shin,∮,flame_transform,chaotic mixer (macro),strange_attractor,Mother,3,M3,21,31,Mother-Simple,composite,composed_attractors,measurement (axis v) ↔ chaotic mixer (macro)
עת,ע,Ayin,α,observe,measurement (axis v),projected_shadow,Simple,10,S10,16,26,ת,Tav,𝒢,completion_grace,global close / terminal,omega_limit,Double,7,D7,22,32,Double-Simple,composite,composed_attractors,measurement (axis v) ↔ global close / terminal
פצ,פ,Peh,π,express,oracle/eval box,branch_cascade,Double,5,D5,17,27,צ,Tzaddi,ϕ,anchor_path,postselect / path lock,ridge_filament,Simple,11,S11,18,28,Double-Simple,composite,composed_attractors,oracle/eval box ↔ postselect / path lock
פק,פ,Peh,π,express,oracle/eval box,branch_cascade,Double,5,D5,17,27,ק,Qof,Θ,horizon_cascade,Hadamard-X macro,period_doubling,Simple,12,S12,19,29,Double-Simple,composite,composed_attractors,oracle/eval box ↔ Hadamard-X macro
פר,פ,Peh,π,express,oracle/eval box,branch_cascade,Double,5,D5,17,27,ר,Resh,∂,rebirth_reflect,Z-H conjugation,arnold_tongues,Double,6,D6,20,30,Double-Double,composite,composed_attractors,oracle/eval box ↔ Z-H conjugation
פש,פ,Peh,π,express,oracle/eval box,branch_cascade,Double,5,D5,17,27,ש,Shin,∮,flame_transform,chaotic mixer (macro),strange_attractor,Mother,3,M3,21,31,Double-Mother,composite,composed_attractors,oracle/eval box ↔ chaotic mixer (macro)
פת,פ,Peh,π,express,oracle/eval box,branch_cascade,Double,5,D5,17,27,ת,Tav,𝒢,completion_grace,global close / terminal,omega_limit,Double,7,D7,22,32,Double-Double,composite,composed_attractors,oracle/eval box ↔ global close / terminal
צק,צ,Tzaddi,ϕ,anchor_path,postselect / path lock,ridge_filament,Simple,11,S11,18,28,ק,Qof,Θ,horizon_cascade,Hadamard-X macro,period_doubling,Simple,12,S12,19,29,Simple-Simple,locked_transition,composed_attractors,postselect / path lock ↔ Hadamard-X macro
צר,צ,Tzaddi,ϕ,anchor_path,postselect / path lock,ridge_filament,Simple,11,S11,18,28,ר,Resh,∂,rebirth_reflect,Z-H conjugation,arnold_tongues,Double,6,D6,20,30,Double-Simple,composite,composed_attractors,postselect / path lock ↔ Z-H conjugation
צש,צ,Tzaddi,ϕ,anchor_path,postselect / path lock,ridge_filament,Simple,11,S11,18,28,ש,Shin,∮,flame_transform,chaotic mixer (macro),strange_attractor,Mother,3,M3,21,31,Mother-Simple,composite,composed_attractors,postselect / path lock ↔ chaotic mixer (macro)
צת,צ,Tzaddi,ϕ,anchor_path,postselect / path lock,ridge_filament,Simple,11,S11,18,28,ת,Tav,𝒢,completion_grace,global close / terminal,omega_limit,Double,7,D7,22,32,Double-Simple,composite,filament_to_omega,postselect / path lock ↔ global close / terminal
קר,ק,Qof,Θ,horizon_cascade,Hadamard-X macro,period_doubling,Simple,12,S12,19,29,ר,Resh,∂,rebirth_reflect,Z-H conjugation,arnold_tongues,Double,6,D6,20,30,Double-Simple,composite,mode_locking_map,Hadamard-X macro ↔ Z-H conjugation
קש,ק,Qof,Θ,horizon_cascade,Hadamard-X macro,period_doubling,Simple,12,S12,19,29,ש,Shin,∮,flame_transform,chaotic mixer (macro),strange_attractor,Mother,3,M3,21,31,Mother-Simple,composite,composed_attractors,Hadamard-X macro ↔ chaotic mixer (macro)
קת,ק,Qof,Θ,horizon_cascade,Hadamard-X macro,period_doubling,Simple,12,S12,19,29,ת,Tav,𝒢,completion_grace,global close / terminal,omega_limit,Double,7,D7,22,32,Double-Simple,composite,composed_attractors,Hadamard-X macro ↔ global close / terminal
רש,ר,Resh,∂,rebirth_reflect,Z-H conjugation,arnold_tongues,Double,6,D6,20,30,ש,Shin,∮,flame_transform,chaotic mixer (macro),strange_attractor,Mother,3,M3,21,31,Double-Mother,composite,composed_attractors,Z-H conjugation ↔ chaotic mixer (macro)
רת,ר,Resh,∂,rebirth_reflect,Z-H conjugation,arnold_tongues,Double,6,D6,20,30,ת,Tav,𝒢,completion_grace,global close / terminal,omega_limit,Double,7,D7,22,32,Double-Double,composite,composed_attractors,Z-H conjugation ↔ global close / terminal
שת,ש,Shin,∮,flame_transform,chaotic mixer (macro),strange_attractor,Mother,3,M3,21,31,ת,Tav,𝒢,completion_grace,global close / terminal,omega_limit,Double,7,D7,22,32,Double-Mother,chaos_resolved,composed_attractors,chaotic mixer (macro) ↔ global close / terminal
